City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
523,Yerbogachen,RU,2021-05-31 20:58:52,61.2767,108.0108,50.22,68,45,4.21,scattered clouds
524,San Jose,US,2021-05-31 20:55:29,37.3394,-121.895,103.26,35,1,5.01,clear sky
525,Cacu,BR,2021-05-31 20:58:52,-18.5567,-51.1308,78.06,45,91,4.61,overcast clouds
526,Tetiyiv,UA,2021-05-31 20:58:53,49.3767,29.6647,45.12,92,95,6.87,overcast clouds
527,Maltahohe,NA,2021-05-31 20:58:53,-24.8333,16.9833,49.23,39,0,15.01,clear sky
528,Kecel,HU,2021-05-31 20:58:54,46.5253,19.2519,52.93,76,100,4.25,light rain
529,Abha,SA,2021-05-31 20:58:54,18.2164,42.5053,76.82,14,0,9.17,clear sky
530,Mezen,RU,2021-05-31 20:58:55,65.8522,44.24,41.9,68,61,5.57,broken clouds
531,Cockburn Town,TC,2021-05-31 20:58:38,21.4612,-71.1419,80.15,78,100,17.98,overcast clouds
532,Umkomaas,ZA,2021-05-31 20:58:56,-30.2067,30.7978,61.68,79,100,8.75,light rain
533,Caluquembe,AO,2021-05-31 20:58:57,-13.7833,14.6833,57.54,30,5,0.81,clear sky
534,Fort Collins,US,2021-05-31 20:56:58,40.5853,-105.0844,66.49,58,70,1.01,broken clouds
535,Karratha,AU,2021-05-31 20:58:57,-20.7377,116.8463,66.31,49,13,13.42,few clouds
536,Alamosa,US,2021-05-31 20:58:57,37.4695,-105.87,57.65,76,90,20.71,heavy intensity rain
537,Manoel Urbano,BR,2021-05-31 20:58:58,-8.8389,-69.2597,77.68,96,100,2.35,overcast clouds
538,Komsomolskiy,UZ,2021-05-31 20:58:58,40.4272,71.7189,74.62,33,3,6.91,clear sky
539,Magistralnyy,RU,2021-05-31 20:58:58,56.1725,107.4458,40.64,95,100,6.4,overcast clouds
540,Beloslav,BG,2021-05-31 20:58:59,43.1833,27.7,56.19,97,75,6.33,broken clouds
541,Coquimbo,CL,2021-05-31 20:58:59,-29.9533,-71.3436,64.13,59,0,6.08,clear sky
542,Inzhavino,RU,2021-05-31 20:59:00,52.3185,42.4937,47.59,84,100,8.95,overcast clouds
543,Montauban,FR,2021-05-31 20:59:00,44.0833,1.5,68.68,73,19,8.72,few clouds
544,Sayyan,YE,2021-05-31 20:59:00,15.1718,44.3244,65.68,15,4,3.22,clear sky
545,Nuuk,GL,2021-05-31 20:59:02,64.1835,-51.7216,34.88,93,99,11.01,overcast clouds
546,Indianola,US,2021-05-31 20:54:38,41.3581,-93.5574,74.14,51,98,6.46,overcast clouds
547,Knysna,ZA,2021-05-31 20:59:03,-34.0363,23.0471,52.18,78,57,7.43,broken clouds
548,Harper,LR,2021-05-31 20:59:04,4.375,-7.7169,76.53,91,100,6.11,light rain
549,West Wendover,US,2021-05-31 20:59:04,40.7391,-114.0733,79.79,11,12,5.55,few clouds
550,Gunjur,GM,2021-05-31 20:59:05,13.2019,-16.7339,77.07,78,40,12.35,scattered clouds
551,Ketchikan,US,2021-05-31 20:59:05,55.3422,-131.6461,57.18,99,100,5.06,moderate rain
552,Matagami,CA,2021-05-31 20:59:06,49.7502,-77.6328,69.91,28,90,7.83,overcast clouds
553,Bujaru,BR,2021-05-31 20:59:07,-1.515,-48.0447,89.62,95,40,2.73,scattered clouds
554,Corner Brook,CA,2021-05-31 20:59:07,48.9667,-57.9484,59.16,80,100,6.29,overcast clouds
555,Pozo Colorado,PY,2021-05-31 20:59:07,-23.4923,-58.7972,72.55,26,0,4.14,clear sky
556,Piacabucu,BR,2021-05-31 20:59:08,-10.4056,-36.4344,76.93,82,12,6.26,few clouds
557,Yumen,CN,2021-05-31 20:59:08,40.2833,97.2,63.63,13,10,10.67,clear sky
558,Kaniama,CD,2021-05-31 20:59:09,-7.5667,24.1833,65.86,54,53,4.56,broken clouds
559,Victoria,HK,2021-05-31 20:59:09,22.2855,114.1577,81.32,94,100,1.01,moderate rain
560,Mponela,MW,2021-05-31 20:59:10,-13.5319,33.7401,58.95,74,0,5.37,clear sky
561,Linxia,CN,2021-05-31 20:59:10,35.6003,103.2064,52.12,62,100,0.58,overcast clouds
562,Porvoo,FI,2021-05-31 20:59:10,60.3923,25.6651,52.11,94,92,4.79,overcast clouds
563,Crawfordsville,US,2021-05-31 20:59:11,40.0411,-86.8745,74.32,51,97,6.44,overcast clouds
564,Safaga,EG,2021-05-31 20:54:12,26.7292,33.9365,96.75,26,58,17.74,broken clouds
565,Lluta,PE,2021-05-31 20:59:11,-16.0147,-72.0142,57.47,55,100,6.96,overcast clouds
566,Northam,GB,2021-05-31 20:59:12,51.0333,-4.2167,61.39,68,98,8.32,overcast clouds
567,Pali,IN,2021-05-31 20:59:12,25.7667,73.3333,89.01,50,67,14.67,broken clouds
568,Quelimane,MZ,2021-05-31 20:59:13,-17.8786,36.8883,71.55,88,0,5.01,clear sky
569,College,US,2021-05-31 20:59:13,64.8569,-147.8028,67.46,44,93,0.98,overcast clouds
570,Mizdah,LY,2021-05-31 20:59:14,31.4451,12.9801,73.78,41,52,14.36,broken clouds
571,Waitara,NZ,2021-05-31 20:59:14,-38.925,174.25,51.71,71,5,18.34,clear sky
572,Lensk,RU,2021-05-31 20:59:15,60.7253,114.9278,52.45,91,93,5.12,overcast clouds
573,Namwala,ZM,2021-05-31 20:59:15,-15.7504,26.4384,56.44,47,35,3.38,scattered clouds
574,Iznoski,RU,2021-05-31 20:59:16,54.9881,35.3108,39.88,90,46,0.81,scattered clouds
575,Muros,ES,2021-05-31 20:59:16,42.7762,-9.0603,66.7,90,71,1.32,broken clouds
576,Altus,US,2021-05-31 20:59:17,34.6381,-99.334,72.99,71,40,11.5,scattered clouds
577,Nushki,PK,2021-05-31 20:59:17,29.5542,66.0215,82.74,8,0,3.22,clear sky
578,Dryden,CA,2021-05-31 20:59:18,49.7833,-92.7503,68.29,37,20,4.61,few clouds
579,Dalvik,IS,2021-05-31 20:59:18,65.9702,-18.5286,53.53,58,59,8.21,broken clouds
580,Belaya Gora,RU,2021-05-31 20:57:59,68.5333,146.4167,64.9,31,10,11.56,clear sky
581,Sao Joao Da Barra,BR,2021-05-31 20:55:16,-21.6403,-41.0511,71.69,88,28,7.83,scattered clouds
582,Karaton,ID,2021-05-31 20:59:19,-6.3424,106.1045,79.95,94,92,2.82,overcast clouds
583,Naze,JP,2021-05-31 20:59:19,28.3667,129.4833,71.15,72,49,19.66,scattered clouds
584,Caravelas,BR,2021-05-31 20:59:20,-17.7125,-39.2481,73.49,80,9,4.63,clear sky
585,Malabugas,PH,2021-05-31 20:59:20,9.3681,122.7678,79.23,84,99,2.55,moderate rain
586,Sao Miguel,BR,2021-05-31 20:59:21,-5.4667,-35.3667,82.72,81,13,10.51,few clouds
587,Kralendijk,BQ,2021-05-31 20:59:23,12.15,-68.2667,80.49,85,39,20.67,scattered clouds
588,Nanortalik,GL,2021-05-31 20:59:24,60.1432,-45.2371,39.2,86,43,12.41,scattered clouds
589,Catemaco,MX,2021-05-31 20:59:25,18.4167,-95.1167,85.75,50,69,5.48,broken clouds
590,Boma,GH,2021-05-31 20:59:25,7.0805,-2.1697,74.41,97,41,5.26,scattered clouds
591,Hearst,CA,2021-05-31 20:59:26,49.6835,-83.6665,64.65,40,100,6.13,overcast clouds
592,Hami,CN,2021-05-31 20:59:26,42.8,93.45,69.3,15,26,14.83,scattered clouds
593,Yulara,AU,2021-05-31 20:59:27,-25.2406,130.9889,57.04,47,90,0.0,overcast clouds
594,Ialibu,PG,2021-05-31 20:59:27,-6.2821,143.9935,55.92,94,99,1.21,overcast clouds
595,Azoyu,MX,2021-05-31 20:59:27,16.7167,-98.7333,90.79,52,84,9.15,broken clouds
596,Varzea Grande,BR,2021-05-31 20:59:28,-15.6467,-56.1325,80.47,65,20,5.75,few clouds
597,Grand Gaube,MU,2021-05-31 20:59:28,-20.0064,57.6608,72.0,79,0,1.99,clear sky
598,Slave Lake,CA,2021-05-31 20:59:29,55.2834,-114.769,62.58,59,1,6.91,clear sky
599,Lozuvatka,UA,2021-05-31 20:59:29,48.0571,33.2858,57.61,67,0,13.0,clear sky
600,Huarmey,PE,2021-05-31 20:59:30,-10.0681,-78.1522,69.8,77,99,10.36,overcast clouds
601,Belpasso,IT,2021-05-31 20:59:30,37.5947,14.9834,60.42,82,75,0.54,broken clouds
602,Lubumbashi,CD,2021-05-31 20:55:12,-11.6609,27.4794,54.9,52,5,2.17,clear sky
603,Kadaya,RU,2021-05-31 20:59:30,50.9327,119.2911,46.18,95,100,3.83,light rain
604,Farrukhabad,IN,2021-05-31 20:59:31,27.4,79.5667,91.8,37,79,8.84,broken clouds
605,Sioux Lookout,CA,2021-05-31 20:59:31,50.1001,-91.917,68.38,40,20,10.36,few clouds
606,Tiarei,PF,2021-05-31 20:59:32,-17.5333,-149.3333,84.22,64,28,16.73,scattered clouds
607,Linhares,BR,2021-05-31 20:59:32,-19.3911,-40.0722,74.98,80,100,6.33,overcast clouds
608,San Rafael,AR,2021-05-31 20:59:33,-34.6177,-68.3301,66.47,29,21,8.66,few clouds
609,Bakersfield,US,2021-05-31 20:54:39,35.3733,-119.0187,105.84,10,0,9.06,clear sky
610,Pastavy,BY,2021-05-31 20:57:12,55.1168,26.8326,46.18,72,100,5.32,overcast clouds
611,Inyonga,TZ,2021-05-31 20:59:34,-6.7167,32.0667,62.96,61,27,5.28,scattered clouds
612,Amiens,FR,2021-05-31 20:59:35,49.9,2.3,61.79,84,0,5.95,clear sky
613,Tucuru,GT,2021-05-31 20:59:36,15.3,-90.0667,92.88,89,69,4.0,broken clouds
614,Ankazobe,MG,2021-05-31 20:59:36,-18.3167,47.1167,63.01,82,53,4.05,broken clouds
615,Fereydun Kenar,IR,2021-05-31 20:59:37,36.6864,52.5225,71.02,76,0,2.68,clear sky
616,Bayanday,RU,2021-05-31 20:59:37,53.0661,105.5139,32.72,88,100,6.67,overcast clouds
617,Saravena,CO,2021-05-31 20:59:37,6.9538,-71.8752,87.53,54,34,2.39,scattered clouds
618,Kyzyl-Mazhalyk,RU,2021-05-31 20:59:38,51.1333,90.6,47.48,51,0,2.39,clear sky
619,Saint-Leu,RE,2021-05-31 20:59:38,-21.15,55.2833,70.63,88,0,1.77,clear sky
620,Staicele,LV,2021-05-31 20:56:16,57.8364,24.75,49.37,61,100,3.44,overcast clouds
621,Geraldton,AU,2021-05-31 20:59:39,-28.7667,114.6,50.41,93,0,10.56,clear sky
622,Shimoda,JP,2021-05-31 20:59:39,34.6667,138.95,66.11,85,45,16.53,scattered clouds
623,Greenville,US,2021-05-31 20:59:12,35.6127,-77.3663,76.62,54,1,3.44,clear sky
624,Bongandanga,CD,2021-05-31 20:59:40,1.5,21.05,72.88,94,100,2.13,overcast clouds
625,Makinsk,KZ,2021-05-31 20:59:40,52.6292,70.4169,56.73,91,87,7.18,overcast clouds
626,Lithakia,GR,2021-05-31 20:59:40,37.7167,20.8333,63.77,64,47,19.22,scattered clouds
627,Orcopampa,PE,2021-05-31 20:59:41,-15.2661,-72.3417,54.09,41,99,9.48,overcast clouds
628,Paris,FR,2021-05-31 20:56:39,48.8534,2.3488,66.7,51,0,6.69,clear sky
629,Nemuro,JP,2021-05-31 20:59:41,43.3236,145.575,41.5,80,30,12.59,scattered clouds
630,Izumo,JP,2021-05-31 20:59:42,35.3667,132.7667,55.35,77,0,7.0,clear sky
631,Peniche,PT,2021-05-31 20:59:42,39.3558,-9.3811,65.73,90,96,8.52,overcast clouds
632,Ivanivka,UA,2021-05-31 20:59:43,46.7208,34.553,57.34,92,100,16.02,overcast clouds
633,Tromso,NO,2021-05-31 20:59:43,69.6496,18.957,48.85,87,75,2.3,broken clouds
634,Kovdor,RU,2021-05-31 20:59:44,67.5662,30.4758,44.91,70,100,5.01,overcast clouds
635,La Crosse,US,2021-05-31 20:59:45,43.8014,-91.2396,75.76,76,36,9.55,scattered clouds
636,San Luis,AR,2021-05-31 20:59:46,-33.295,-66.3356,62.35,34,7,11.68,clear sky
637,Winnemucca,US,2021-05-31 20:59:46,40.973,-117.7357,82.11,19,27,4.12,scattered clouds
638,Bakchar,RU,2021-05-31 20:59:46,57.0186,82.0711,59.2,88,71,7.07,broken clouds
639,Puerto Leguizamo,CO,2021-05-31 20:59:47,-0.1934,-74.7819,72.16,99,100,0.67,overcast clouds
640,Yebaishou,CN,2021-05-31 20:59:47,41.3975,119.6408,57.61,64,100,7.14,overcast clouds
641,Bafoussam,CM,2021-05-31 20:59:48,5.4737,10.4179,61.21,94,99,3.06,light rain
642,Suntar,RU,2021-05-31 20:59:48,62.1444,117.6319,56.25,66,43,4.34,scattered clouds
643,Sosnovka,RU,2021-05-31 20:59:48,56.255,51.2842,47.82,81,100,3.51,overcast clouds
644,Uchkent,RU,2021-05-31 20:59:49,43.1143,47.0826,61.14,72,46,3.85,scattered clouds
645,Bachaquero,VE,2021-05-31 20:59:49,9.9694,-71.1494,87.21,63,96,4.92,overcast clouds
646,Batemans Bay,AU,2021-05-31 20:59:50,-35.7167,150.1833,41.92,70,97,4.43,overcast clouds
647,Kangaatsiaq,GL,2021-05-31 20:59:50,68.3065,-53.4641,32.9,84,78,8.66,broken clouds
648,Kropotkin,RU,2021-05-31 20:59:50,45.4375,40.5756,62.51,77,91,10.2,overcast clouds
649,San Quintin,MX,2021-05-31 20:59:51,30.4833,-115.95,65.93,63,1,10.25,clear sky
650,Mattru,SL,2021-05-31 20:59:52,7.6244,-11.8332,71.87,98,100,1.72,overcast clouds
651,Skelleftea,SE,2021-05-31 20:59:52,64.7507,20.9528,51.01,58,100,2.66,overcast clouds
652,Vazhiny,RU,2021-05-31 20:59:53,60.9644,34.0222,44.4,75,99,3.87,overcast clouds
653,Nchelenge,ZM,2021-05-31 20:59:53,-9.3451,28.734,65.89,62,28,6.11,scattered clouds
654,Kodinsk,RU,2021-05-31 20:59:54,58.6881,99.1844,41.7,81,2,1.77,clear sky
655,Lagos,NG,2021-05-31 20:59:54,6.5833,3.75,84.52,82,98,5.86,overcast clouds
656,Broome,US,2021-05-31 20:59:55,42.2506,-75.833,70.7,41,19,4.0,few clouds
657,Lincoln,US,2021-05-31 20:59:15,40.8,-96.667,76.28,50,79,1.99,broken clouds
658,Diego De Almagro,CL,2021-05-31 20:59:56,-26.3667,-70.05,76.33,20,0,8.34,clear sky
659,Esfahan,IR,2021-05-31 20:59:56,32.6572,51.6776,76.64,12,0,3.67,clear sky
660,Gamboma,CG,2021-05-31 20:59:57,-1.8764,15.8644,79.27,64,77,2.68,broken clouds
661,Tonantins,BR,2021-05-31 20:59:57,-2.8731,-67.8022,83.62,78,22,3.15,few clouds
662,Itapaci,BR,2021-05-31 20:59:58,-14.9508,-49.5494,78.4,43,73,1.45,broken clouds
663,Lianran,CN,2021-05-31 20:59:58,24.9227,102.485,63.14,95,48,2.89,scattered clouds
664,Vyazma,RU,2021-05-31 20:59:58,55.2104,34.2951,40.55,73,11,2.17,few clouds
665,Trairi,BR,2021-05-31 20:55:22,-3.2778,-39.2689,79.48,80,7,10.87,clear sky
666,Tilichiki,RU,2021-05-31 20:59:59,60.4667,166.1,43.9,66,93,4.03,overcast clouds
667,Calape,PH,2021-05-31 20:59:59,9.8922,123.8748,78.78,76,100,4.05,overcast clouds
668,Storforshei,NO,2021-05-31 21:00:00,66.4043,14.5233,53.38,66,0,3.53,clear sky
669,Tadine,NC,2021-05-31 21:00:00,-21.55,167.8833,70.61,58,65,16.33,broken clouds
670,Sitio Novo Do Tocantins,BR,2021-05-31 21:00:01,-5.5183,-47.4611,78.62,60,0,2.21,clear sky
671,Dingle,PH,2021-05-31 21:00:01,10.9995,122.6711,77.7,87,100,1.48,moderate rain
672,Martil,MA,2021-05-31 21:00:02,35.6166,-5.2752,66.27,90,49,1.39,scattered clouds
673,Obo,CF,2021-05-31 21:00:03,5.3998,26.4869,73.08,69,44,3.58,scattered clouds
674,Christchurch,NZ,2021-05-31 20:59:32,-43.5333,172.6333,48.0,97,90,1.99,overcast clouds
675,Casa Nova,BR,2021-05-31 21:00:09,-9.4167,-41.1333,81.93,56,52,16.87,broken clouds
676,Brigantine,US,2021-05-31 21:00:11,39.4101,-74.3646,75.0,46,90,9.22,overcast clouds
677,Oxapampa,PE,2021-05-31 21:00:12,-10.5775,-75.4017,62.33,98,99,1.79,overcast clouds
678,Mosquera,CO,2021-05-31 21:00:11,4.7059,-74.2302,61.2,82,87,2.06,overcast clouds
679,Nampula,MZ,2021-05-31 21:00:13,-15.1165,39.2666,65.98,97,79,2.51,broken clouds
680,Rosario,AR,2021-05-31 20:59:09,-32.9468,-60.6393,71.51,40,0,3.87,clear sky
681,Aksu,CN,2021-05-31 21:00:15,41.1231,80.2644,71.6,38,90,10.47,overcast clouds
682,San Ignacio,BZ,2021-05-31 20:56:06,17.1561,-89.0714,95.14,46,75,9.82,broken clouds
683,Pong,TH,2021-05-31 21:00:16,19.1493,100.2752,74.97,96,86,1.66,overcast clouds
684,Chicama,PE,2021-05-31 21:00:16,-7.8447,-79.1469,72.19,70,98,9.15,overcast clouds
685,Beni Mazar,EG,2021-05-31 21:00:16,28.4962,30.8029,85.06,29,0,19.06,clear sky
686,Comodoro Rivadavia,AR,2021-05-31 20:56:14,-45.8667,-67.5,44.46,87,40,2.3,scattered clouds
687,Sampit,ID,2021-05-31 21:00:17,-2.5333,112.95,73.92,98,96,2.24,overcast clouds
688,Buribay,RU,2021-05-31 21:00:17,51.9617,58.1592,62.64,77,24,15.21,few clouds
689,Pampierstad,ZA,2021-05-31 21:00:18,-27.7832,24.6877,44.73,39,0,8.32,clear sky
690,Enshi,CN,2021-05-31 21:00:18,30.3,109.4833,69.28,78,88,1.41,light rain
691,Sisimiut,GL,2021-05-31 21:00:18,66.9395,-53.6735,36.88,79,79,8.66,broken clouds
692,Pasuruan,ID,2021-05-31 21:00:19,-7.6453,112.9075,78.69,87,66,3.71,broken clouds
693,Sept-Iles,CA,2021-05-31 21:00:19,50.2001,-66.3821,46.26,90,90,5.01,mist
694,Abu Zabad,SD,2021-05-31 21:00:20,12.35,29.25,89.46,31,21,5.46,few clouds
695,Negombo,LK,2021-05-31 21:00:21,7.2083,79.8358,84.25,79,20,9.22,few clouds
696,Myitkyina,MM,2021-05-31 21:00:22,25.3833,97.4,73.54,99,94,0.81,overcast clouds
697,Grenville,GD,2021-05-31 21:00:22,12.1167,-61.6167,80.82,79,85,18.81,overcast clouds
698,Vostok,RU,2021-05-31 21:00:23,46.4856,135.8833,47.48,78,20,2.17,few clouds
699,Ojinaga,MX,2021-05-31 21:00:24,29.5667,-104.4167,92.35,31,1,5.75,clear sky
700,Barcea,RO,2021-05-31 21:00:25,45.75,27.4667,56.8,77,100,9.37,light rain
701,Olonets,RU,2021-05-31 21:00:25,60.9847,32.9698,42.71,76,100,4.72,overcast clouds
702,Zhicheng,CN,2021-05-31 21:00:26,30.2956,111.5047,75.76,91,13,2.24,light rain
703,Yokadouma,CM,2021-05-31 21:00:26,3.5167,15.05,71.47,97,100,2.1,overcast clouds
704,Tottori,JP,2021-05-31 21:00:26,35.5,134.2333,58.42,69,0,3.67,clear sky
705,Chimore,BO,2021-05-31 21:00:27,-16.9833,-65.1333,69.96,70,100,1.77,overcast clouds
706,Weiden,DE,2021-05-31 21:00:27,49.6775,12.1567,53.24,67,30,3.51,scattered clouds
707,Praia Da Vitoria,PT,2021-05-31 21:00:28,38.7333,-27.0667,61.75,74,97,16.06,overcast clouds
708,Tevriz,RU,2021-05-31 21:00:28,57.509,72.4042,47.43,88,100,10.92,overcast clouds
709,Qaqortoq,GL,2021-05-31 21:00:29,60.7167,-46.0333,48.7,84,64,6.29,broken clouds
710,Trebisacce,IT,2021-05-31 21:00:29,39.8708,16.5312,58.69,55,20,3.67,few clouds
711,Cordoba,AR,2021-05-31 20:57:27,-31.4135,-64.1811,77.85,19,0,6.76,clear sky
712,Nalut,LY,2021-05-31 21:00:29,30.3333,10.85,86.95,18,24,10.76,few clouds
713,Alihe,CN,2021-05-31 21:00:30,50.5667,123.7167,53.24,99,100,12.15,moderate rain
714,Zalegoshch,RU,2021-05-31 21:00:31,52.9008,36.8869,38.43,93,16,5.48,few clouds
715,Kandi,BJ,2021-05-31 21:00:31,11.1342,2.9386,93.0,23,99,3.94,overcast clouds
716,Mutata,CO,2021-05-31 21:00:32,7.2441,-76.4356,79.77,94,94,1.34,overcast clouds
717,Tsabong,BW,2021-05-31 21:00:32,-26.0217,22.401,50.92,34,0,12.35,clear sky
