City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Caravelas,BR,2021-05-31 13:14:46,-17.7125,-39.2481,78.67,75,9,7.02
295,Porto Torres,IT,2021-05-31 13:14:47,40.835,8.3972,77.18,53,26,9.1
296,Koungou,YT,2021-05-31 13:14:47,-12.7336,45.2042,85.71,58,0,7.09
297,Dickinson,US,2021-05-31 13:14:48,29.4608,-95.0513,79.99,78,99,1.99
298,Lata,PT,2021-05-31 13:14:48,40.1629,-8.3327,87.04,52,41,9.31
299,Fairbanks,US,2021-05-31 13:14:48,64.8378,-147.7164,56.23,67,90,0.0
300,Palmer,US,2021-05-31 13:14:49,42.1584,-72.3287,53.51,86,90,1.01
301,Chaman,PK,2021-05-31 13:14:49,30.9236,66.4512,95.23,5,0,12.3
302,Zaltan,LY,2021-05-31 13:14:49,32.947,11.8665,80.82,42,96,12.82
303,Jacareacanga,BR,2021-05-31 13:14:50,-6.2222,-57.7528,84.96,52,0,3.18
304,Talnakh,RU,2021-05-31 13:14:50,69.4865,88.3972,33.51,89,100,8.41
305,Oussouye,SN,2021-05-31 13:14:51,12.485,-16.5469,89.35,44,100,8.01
306,Boralday,KZ,2021-05-31 13:14:51,43.3578,76.8594,87.66,19,75,1.63
307,Hofn,IS,2021-05-31 13:14:52,64.2539,-15.2082,50.02,81,75,14.97
308,Sawtell,AU,2021-05-31 13:14:52,-30.3833,153.1,50.02,93,8,0.0
309,Ponta Do Sol,PT,2021-05-31 13:14:52,32.6667,-17.1,72.23,75,58,3.13
310,Batman,TR,2021-05-31 13:14:53,37.8874,41.1322,95.34,16,20,8.05
311,Georgetown,MY,2021-05-31 13:14:53,5.4112,100.3354,86.9,69,20,1.01
312,Namatanai,PG,2021-05-31 13:14:53,-3.6667,152.4333,79.72,85,100,5.88
313,Penal,TT,2021-05-31 13:14:54,10.1667,-61.4667,79.14,91,45,1.01
314,Moron,AR,2021-05-31 13:14:55,-34.6534,-58.6198,57.96,61,58,5.01
315,Carnarvon,AU,2021-05-31 13:14:56,-24.8667,113.6333,60.87,82,2,9.22
316,Rognan,NO,2021-05-31 13:14:56,67.0953,15.3878,50.88,89,100,3.06
317,La Ronge,CA,2021-05-31 13:14:56,55.1001,-105.2842,53.67,67,100,5.03
318,Hennebont,FR,2021-05-31 13:14:57,47.8051,-3.2734,75.38,41,0,7.99
319,Mbaiki,CF,2021-05-31 13:14:57,3.8678,17.9892,89.56,49,100,1.41
320,Itagiba,BR,2021-05-31 13:14:57,-14.2836,-39.8428,82.6,52,27,3.83
321,Birjand,IR,2021-05-31 13:14:58,32.8663,59.2211,95.47,4,0,13.8
322,Bambanglipuro,ID,2021-05-31 13:14:58,-7.95,110.2833,61.61,89,93,5.32
323,Namibe,AO,2021-05-31 13:14:59,-15.1961,12.1522,82.35,50,0,12.01
324,Kahului,US,2021-05-31 13:14:59,20.8947,-156.47,76.84,75,41,5.99
325,Sola,VU,2021-05-31 13:14:59,-13.8833,167.55,76.73,87,100,14.41
326,Maningrida,AU,2021-05-31 13:15:00,-12.0667,134.2667,75.83,81,61,11.48
327,Tailai,CN,2021-05-31 13:15:00,46.3833,123.4,72.63,40,100,21.41
328,Bissora,GW,2021-05-31 13:15:00,12.2231,-15.4475,97.03,25,100,7.65
329,Tautira,PF,2021-05-31 13:15:01,-17.7333,-149.15,75.22,64,71,12.26
330,Nabire,ID,2021-05-31 13:15:02,-3.3667,135.4833,77.22,94,100,4.14
331,Siniscola,IT,2021-05-31 13:15:02,40.5719,9.6922,72.95,48,93,8.08
332,Sur,OM,2021-05-31 13:15:02,22.5667,59.5289,98.82,33,97,5.59
333,San Joaquin,US,2021-05-31 13:15:04,37.9333,-121.3011,68.11,74,2,3.49
334,Burnie,AU,2021-05-31 13:15:04,-41.0667,145.9167,46.92,89,100,4.63
335,La Rioja,ES,2021-05-31 13:15:05,42.25,-2.5,76.05,37,87,5.44
336,Airai,TL,2021-05-31 13:15:05,-8.9266,125.4092,60.75,95,96,1.7
337,Tazovskiy,RU,2021-05-31 13:15:05,67.4667,78.7,36.41,69,100,8.88
338,Bambous Virieux,MU,2021-05-31 13:15:06,-20.3428,57.7575,78.22,68,0,8.59
339,Westport,US,2021-05-31 13:15:07,41.1415,-73.3579,54.19,89,100,1.99
340,Salinopolis,BR,2021-05-31 13:15:07,-0.6136,-47.3561,81.52,82,8,9.33
341,Fushan,CN,2021-05-31 13:15:08,37.4958,121.2581,67.69,84,100,10.63
342,Alofi,NU,2021-05-31 13:15:08,-19.0595,-169.9187,79.75,76,100,4.56
343,La Mira,MX,2021-05-31 13:15:09,18.035,-102.3266,80.89,67,87,3.71
344,Acapulco,MX,2021-05-31 13:10:52,16.8634,-99.8901,82.04,68,81,4.07
345,Lodja,CD,2021-05-31 13:15:09,-3.4833,23.4333,95.77,20,74,4.14
346,Okahandja,NA,2021-05-31 13:15:10,-21.9833,16.9167,79.83,11,0,3.58
347,Kloulklubed,PW,2021-05-31 13:15:10,7.0419,134.2556,82.9,77,100,18.1
348,Adjumani,UG,2021-05-31 13:15:10,3.3779,31.7909,91.06,33,100,6.62
349,Halifax,CA,2021-05-31 13:13:47,44.6453,-63.5724,51.69,94,100,4.0
350,Bawal,IN,2021-05-31 13:15:11,28.0833,76.5833,93.81,20,29,4.07
351,Karaton,ID,2021-05-31 13:15:12,-6.3424,106.1045,84.96,93,73,3.33
352,Zlobin,HR,2021-05-31 13:15:12,45.2924,14.6541,65.37,45,20,5.23
353,San Juan,AR,2021-05-31 13:10:32,-31.5375,-68.5364,65.73,40,0,5.95
354,Takaka,NZ,2021-05-31 13:15:13,-40.85,172.8,49.96,72,95,3.98
355,Dingle,PH,2021-05-31 13:15:13,10.9995,122.6711,79.81,88,100,3.89
356,Manyana,BW,2021-05-31 13:15:13,-23.4,21.7167,78.08,16,0,9.73
357,Ternate,ID,2021-05-31 13:15:14,0.8,127.4,82.2,78,100,7.7
358,Itarema,BR,2021-05-31 13:14:51,-2.9248,-39.9167,84.51,66,3,13.85
359,Salalah,OM,2021-05-31 13:15:14,17.0151,54.0924,86.09,79,40,13.8
360,Meulaboh,ID,2021-05-31 13:15:15,4.1363,96.1285,78.71,85,85,3.96
361,Lalibela,ET,2021-05-31 13:15:15,12.0333,39.0333,80.04,19,33,12.21
362,Kedrovyy,RU,2021-05-31 13:15:16,56.1667,91.8167,59.41,56,44,5.77
363,Klaksvik,FO,2021-05-31 13:15:16,62.2266,-6.589,54.52,94,83,14.79
364,Beloha,MG,2021-05-31 13:15:16,-25.1667,45.05,70.56,68,97,14.38
365,Ati,TD,2021-05-31 13:15:17,13.2154,18.3353,110.89,8,0,10.92
366,Damaturu,NG,2021-05-31 13:15:17,11.747,11.9608,104.09,13,65,6.76
367,Basco,PH,2021-05-31 13:15:18,20.4487,121.9702,84.47,81,100,7.0
368,Sobolevo,RU,2021-05-31 13:15:18,54.4299,31.8996,55.78,50,100,3.85
369,Natchitoches,US,2021-05-31 13:15:18,31.7668,-93.1335,65.25,88,1,3.44
370,Fare,PF,2021-05-31 13:15:19,-16.7,-151.0167,78.51,68,41,16.71
371,Mountain Home,US,2021-05-31 13:12:11,43.133,-115.6912,54.88,47,90,2.35
372,Nikolskoye,RU,2021-05-31 13:15:19,59.7035,30.7861,61.79,41,100,4.23
373,Plettenberg Bay,ZA,2021-05-31 13:15:20,-34.0527,23.3716,61.0,66,61,12.8
374,Los Llanos De Aridane,ES,2021-05-31 13:12:19,28.6585,-17.9182,69.55,82,40,9.62
375,Nicoya,CR,2021-05-31 13:15:21,10.1483,-85.452,76.55,74,14,5.44
376,Manggar,ID,2021-05-31 13:15:21,-2.8833,108.2667,82.6,73,100,4.54
377,Urumqi,CN,2021-05-31 13:15:22,43.801,87.6005,83.35,11,0,10.38
378,Vanimo,PG,2021-05-31 13:15:22,-2.6741,141.3028,79.32,88,100,7.38
379,Roma,US,2021-05-31 13:15:22,43.2128,-75.4557,57.94,90,83,3.0
380,Cabo San Lucas,MX,2021-05-31 13:15:23,22.8909,-109.9124,78.4,59,41,6.33
381,Tiznit,MA,2021-05-31 13:15:23,29.5833,-9.5,81.07,41,100,9.46
382,Nanortalik,GL,2021-05-31 13:15:24,60.1432,-45.2371,38.5,78,42,14.92
383,Empangeni,ZA,2021-05-31 13:15:24,-28.762,31.8933,68.65,53,93,7.47
384,Voyvozh,RU,2021-05-31 13:15:24,62.892,54.9635,49.26,42,100,9.64
385,Mount Darwin,ZW,2021-05-31 13:15:25,-16.7725,31.5838,79.68,21,18,9.24
386,Saraza,PH,2021-05-31 13:15:25,8.7356,117.78,80.11,87,78,4.65
387,Erenhot,CN,2021-05-31 13:15:26,43.6475,111.9767,50.88,42,8,12.75
388,Ostrovnoy,RU,2021-05-31 13:15:26,68.0531,39.5131,45.73,80,100,17.83
389,Grootfontein,NA,2021-05-31 13:15:27,-19.5667,18.1167,78.37,18,0,2.3
390,Leningradskiy,RU,2021-05-31 13:15:27,69.3833,178.4167,27.34,98,63,9.95
391,Paris,FR,2021-05-31 13:13:11,48.8534,2.3488,76.14,35,0,1.01
392,Susanville,US,2021-05-31 13:13:26,40.4163,-120.653,53.82,43,1,3.44
393,Banda Aceh,ID,2021-05-31 13:12:36,5.5577,95.3222,81.07,81,100,12.59
394,Hambantota,LK,2021-05-31 13:15:28,6.1241,81.1185,82.85,76,45,21.18
395,Pangnirtung,CA,2021-05-31 13:15:29,66.1451,-65.7125,32.0,93,20,8.05
396,Poum,NC,2021-05-31 13:15:29,-20.2333,164.0167,71.22,66,20,16.98
397,Gao,ML,2021-05-31 13:15:29,16.6362,1.637,109.6,5,0,8.39
398,Bousso,TD,2021-05-31 13:15:30,10.4795,16.7117,106.48,18,89,1.43
399,Pincher Creek,CA,2021-05-31 13:15:30,49.4833,-113.952,60.91,59,1,6.91
400,Marsh Harbour,BS,2021-05-31 13:15:31,26.5412,-77.0636,78.19,78,17,9.28
401,Umm Lajj,SA,2021-05-31 13:15:31,25.0213,37.2685,91.58,45,0,19.1
402,Baracoa,CU,2021-05-31 13:15:32,20.3467,-74.4958,80.35,83,54,10.11
403,Sisimiut,GL,2021-05-31 13:15:32,66.9395,-53.6735,33.64,100,100,4.9
404,Alenquer,BR,2021-05-31 13:15:33,-1.9417,-54.7383,80.94,67,2,4.0
405,Saint-Augustin,CA,2021-05-31 13:15:33,51.226,-58.6502,55.47,41,100,10.42
406,Santa Cruz,BO,2021-05-31 13:10:52,-17.8,-63.1667,60.85,77,75,11.5
407,Haines Junction,CA,2021-05-31 13:15:34,60.7522,-137.5108,35.55,93,100,1.14
408,Mehran,IR,2021-05-31 13:15:34,33.1222,46.1646,107.08,6,70,24.02
409,Broken Hill,AU,2021-05-31 13:15:35,-31.95,141.4333,51.15,47,97,8.55
410,Luderitz,NA,2021-05-31 13:15:35,-26.6481,15.1594,69.62,46,0,25.59
411,Tibati,CM,2021-05-31 13:15:35,6.4667,12.6333,86.16,51,94,5.08
412,Vallenar,CL,2021-05-31 13:15:36,-28.5708,-70.7581,73.22,17,0,3.58
413,Zhuhai,CN,2021-05-31 13:15:36,22.2769,113.5678,83.05,89,40,11.32
414,Honiara,SB,2021-05-31 13:15:37,-9.4333,159.95,77.63,90,100,4.61
415,Leh,IN,2021-05-31 13:15:37,34.1667,77.5833,54.64,44,77,7.85
416,Gweta,BW,2021-05-31 13:15:37,-20.1833,25.2333,81.64,15,98,4.03
417,Fontenay-Le-Comte,FR,2021-05-31 13:15:38,46.5833,-1.0,80.24,40,6,9.37
418,Kumylzhenskaya,RU,2021-05-31 13:15:38,49.8809,42.5898,68.11,64,100,10.47
419,Luganville,VU,2021-05-31 13:15:38,-15.5333,167.1667,73.27,89,100,4.92
420,Privolnaya,RU,2021-05-31 13:15:39,46.1371,38.6951,74.68,61,96,4.76
421,Dokka,NO,2021-05-31 13:15:39,60.84,10.0618,77.99,40,100,4.81
422,Zabid,YE,2021-05-31 13:15:40,14.1951,43.3152,97.5,32,20,11.59
423,Natal,BR,2021-05-31 13:15:40,-5.795,-35.2094,83.05,69,40,11.32
424,San Clemente,US,2021-05-31 13:13:56,33.427,-117.612,62.28,85,86,1.01
425,Bonavista,CA,2021-05-31 13:15:41,48.6499,-53.1147,60.8,72,99,9.66
426,Asyut,EG,2021-05-31 13:15:41,27.181,31.1837,111.15,7,0,10.67
427,Tarauaca,BR,2021-05-31 13:15:42,-8.1614,-70.7656,77.04,85,85,1.86
428,Tamandare,BR,2021-05-31 13:15:42,-8.7597,-35.1047,80.71,77,42,7.11
429,Lavrentiya,RU,2021-05-31 13:15:42,65.5833,-171.0,29.41,90,29,9.51
430,Camacha,PT,2021-05-31 13:15:43,33.0833,-16.3333,68.76,77,75,8.05
431,Akureyri,IS,2021-05-31 13:14:08,65.6835,-18.0878,53.22,48,22,17.76
432,Kitimat,CA,2021-05-31 13:15:44,54.0524,-128.6534,52.18,97,100,1.97
433,Clyde River,CA,2021-05-31 13:15:44,70.4692,-68.5914,23.23,100,90,5.75
434,Madera,US,2021-05-31 13:15:44,37.1666,-119.8343,72.43,57,3,4.29
435,Bomet,KE,2021-05-31 13:15:45,-0.7813,35.3416,72.36,57,73,4.99
436,Kefamenanu,ID,2021-05-31 13:15:45,-9.4467,124.4781,71.85,94,100,1.95
437,Havoysund,NO,2021-05-31 13:15:46,70.9963,24.6622,47.28,90,100,27.69
438,Aquiraz,BR,2021-05-31 13:15:46,-3.9014,-38.3911,87.22,59,20,13.35
439,Dakar,SN,2021-05-31 13:15:07,14.6937,-17.4441,86.88,82,9,7.9
440,Vryburg,ZA,2021-05-31 13:15:47,-26.9566,24.7284,69.42,20,0,17.25
441,Gillette,US,2021-05-31 13:15:47,44.2911,-105.5022,49.95,77,5,10.31
442,Camapua,BR,2021-05-31 13:15:48,-19.5314,-54.0439,77.63,52,99,4.68
443,Shellbrook,CA,2021-05-31 13:15:48,53.2168,-106.4011,58.23,46,100,11.43
444,Launceston,AU,2021-05-31 13:15:48,-41.45,147.1667,46.15,92,90,3.62
445,Dandong,CN,2021-05-31 13:15:49,40.1292,124.3947,61.88,81,100,4.12
446,Rondonopolis,BR,2021-05-31 13:11:01,-16.4708,-54.6356,81.73,44,85,2.24
447,Batagay-Alyta,RU,2021-05-31 13:15:50,67.8006,130.4114,41.99,91,99,2.51
448,Pochutla,MX,2021-05-31 13:15:50,15.7432,-96.4661,78.82,72,99,2.42
449,Daru,PG,2021-05-31 13:15:50,-9.0763,143.2092,78.15,85,76,15.82
450,Gidam,IN,2021-05-31 13:15:51,18.9833,81.4,87.06,48,94,4.92
451,Atasu,KZ,2021-05-31 13:15:52,48.6814,71.6433,90.72,20,4,12.5
452,San Roque,ES,2021-05-31 13:15:52,36.2107,-5.3842,76.01,68,40,9.22
453,Sembakung,ID,2021-05-31 13:15:52,3.8167,117.25,76.75,97,85,2.26
454,Sabang,ID,2021-05-31 13:15:53,5.8933,95.3214,83.35,75,94,15.21
455,Nassjo,SE,2021-05-31 13:13:53,57.6531,14.6968,76.12,35,100,8.43
456,Sandwick,GB,2021-05-31 13:15:53,60.0,-1.25,48.02,93,75,16.78
457,Lagoa,PT,2021-05-31 13:15:54,39.05,-27.9833,62.53,87,100,11.59
458,Inhambane,MZ,2021-05-31 13:15:54,-23.865,35.3833,76.98,61,75,6.91
459,College,US,2021-05-31 13:12:26,64.8569,-147.8028,56.21,66,90,0.0
460,Simbahan,PH,2021-05-31 13:15:55,6.3032,120.5836,82.62,78,100,3.02
461,Vero Beach,US,2021-05-31 13:13:05,27.6386,-80.3973,79.05,82,7,3.0
462,Shahreza,IR,2021-05-31 13:15:56,32.0339,51.8794,92.68,6,0,5.14
463,Raudeberg,NO,2021-05-31 13:15:56,61.9875,5.1352,71.2,90,41,9.82
464,Corrente,BR,2021-05-31 13:15:57,-3.7367,-43.3394,87.3,56,36,3.33
465,Nhulunbuy,AU,2021-05-31 13:15:57,-12.2333,136.7667,79.41,78,75,8.05
466,Curup,ID,2021-05-31 13:15:58,-3.4667,102.5333,69.91,99,100,1.61
467,Atocha,BO,2021-05-31 13:15:58,-20.9333,-66.2333,39.18,15,7,5.21
468,Boende,CD,2021-05-31 13:15:58,-0.2167,20.8667,93.49,37,100,4.12
469,Morogoro,TZ,2021-05-31 13:15:59,-6.8167,37.6667,77.22,70,46,3.31
470,Gibara,CU,2021-05-31 13:15:59,21.1097,-76.1317,78.12,80,13,14.05
471,Kushmurun,KZ,2021-05-31 13:15:59,52.4503,64.6311,74.88,58,7,18.79
472,Naberera,TZ,2021-05-31 13:16:00,-4.2,36.9333,74.71,44,61,10.83
473,Cotonou,BJ,2021-05-31 13:16:00,6.3654,2.4183,85.98,79,40,17.27
474,Kinwat,IN,2021-05-31 13:16:01,19.6333,78.2,98.35,30,92,11.63
475,Mikuni,JP,2021-05-31 13:16:01,36.2171,136.1519,62.51,76,85,8.25
476,Makarov,RU,2021-05-31 13:16:01,48.6333,142.8,38.68,87,43,4.0
477,Ashqelon,IL,2021-05-31 13:16:02,31.6693,34.5715,95.41,53,0,12.08
478,Yei,SS,2021-05-31 13:16:02,4.095,30.6779,88.92,37,36,7.45
479,Emerald,AU,2021-05-31 13:16:03,-23.5333,148.1667,55.54,58,5,5.75
480,Viedma,AR,2021-05-31 13:16:03,-40.8135,-62.9967,50.32,65,100,5.86
481,Tres Picos,MX,2021-05-31 13:16:03,15.8667,-93.5333,79.86,80,18,3.89
482,Soverato,IT,2021-05-31 13:16:04,38.685,16.5499,73.35,55,45,7.07
483,Merin,CZ,2021-05-31 13:16:04,49.3932,15.8838,64.8,52,97,12.12
484,Sao Felix Do Xingu,BR,2021-05-31 13:16:05,-6.6447,-51.995,84.38,48,78,2.1
485,Shahr-E Babak,IR,2021-05-31 13:16:05,30.1165,55.1186,92.7,6,0,5.12
486,Syamzha,RU,2021-05-31 13:16:06,60.0158,41.0614,56.84,33,12,2.55
487,Qostanay,KZ,2021-05-31 13:16:06,53.1667,63.5833,73.69,53,0,22.37
488,Ahuimanu,US,2021-05-31 13:16:06,21.4447,-157.8378,72.79,74,81,2.91
489,Zhigalovo,RU,2021-05-31 13:16:07,54.8097,105.1578,46.0,54,78,6.06
490,Arrecife,ES,2021-05-31 13:16:07,28.963,-13.5477,73.38,60,75,11.5
491,Iqaluit,CA,2021-05-31 13:16:07,63.7506,-68.5145,35.33,80,90,4.0
492,Providencia,MX,2021-05-31 13:16:08,28.7167,-111.5833,69.85,60,0,6.71
493,Gat,IL,2021-05-31 13:16:08,31.61,34.7642,94.41,31,0,12.77
494,Biak,ID,2021-05-31 13:16:09,-0.9131,122.8766,77.4,84,100,4.12
495,Las Matas De Farfan,DO,2021-05-31 13:16:09,18.8731,-71.5166,77.0,73,88,4.99
496,Svetlogorsk,BY,2021-05-31 13:16:09,52.6333,29.7333,57.9,51,90,7.05
497,Novochernorechenskiy,RU,2021-05-31 13:16:10,56.2669,91.0828,56.14,54,71,5.57
498,Kent,GB,2021-05-31 13:16:10,51.1667,0.6667,75.11,51,0,3.0
499,Araxa,BR,2021-05-31 13:16:10,-19.5933,-46.9406,71.56,83,0,4.61
500,Kaniama,CD,2021-05-31 13:16:11,-7.5667,24.1833,89.94,18,3,2.59
501,Port Macquarie,AU,2021-05-31 13:13:00,-31.4333,152.9167,50.38,88,8,6.2
502,San Francisco,US,2021-05-31 13:11:42,37.7749,-122.4194,61.14,85,8,1.01
503,Codrington,AU,2021-05-31 13:16:12,-38.2667,141.9667,49.01,42,100,11.16
504,Vredendal,ZA,2021-05-31 13:16:12,-31.6683,18.5012,63.7,58,58,12.12
505,Segou,ML,2021-05-31 13:16:13,13.4317,-6.2157,101.01,26,100,8.14
506,Key West,US,2021-05-31 13:13:53,24.5557,-81.7826,86.0,69,1,11.5
507,Kalmar,SE,2021-05-31 13:16:14,56.6616,16.3616,75.15,63,0,12.66
508,Khonsa,IN,2021-05-31 13:16:14,27.0167,95.5667,67.26,98,100,1.77
509,Harper,LR,2021-05-31 13:16:15,4.375,-7.7169,79.81,85,98,9.15
510,Lampang,TH,2021-05-31 13:16:15,18.3333,99.5,87.53,68,100,1.61
511,Serenje,ZM,2021-05-31 13:16:16,-13.2325,30.2352,74.79,25,7,9.75
512,Tianpeng,CN,2021-05-31 13:16:16,30.9866,103.9393,81.07,49,99,3.96
513,Fredericton,CA,2021-05-31 13:16:17,45.9454,-66.6656,51.04,100,90,4.16
514,Nome,US,2021-05-31 13:16:17,64.5011,-165.4064,46.81,68,100,2.53
515,Orgita,EE,2021-05-31 13:16:18,58.9218,24.45,59.14,49,85,8.77
516,Tigil,RU,2021-05-31 13:16:19,57.8,158.6667,41.47,76,30,1.99
517,Rajpipla,IN,2021-05-31 13:16:19,21.8667,73.5,94.93,37,0,15.59
518,Altar,MX,2021-05-31 13:16:20,30.7,-111.8167,71.91,31,0,7.43
519,Monte Santo,BR,2021-05-31 13:16:20,-10.4378,-39.3328,74.75,73,99,6.67
520,Amga,RU,2021-05-31 13:16:21,60.8953,131.9608,51.49,67,97,2.84
521,Angoche,MZ,2021-05-31 13:16:21,-16.2325,39.9086,77.79,71,30,8.86
522,Pasni,PK,2021-05-31 13:16:22,25.2631,63.471,88.92,65,0,23.0
523,Lexington,US,2021-05-31 13:16:04,37.9887,-84.4777,59.13,82,99,1.01
524,Margate,GB,2021-05-31 13:16:23,51.3813,1.3862,73.33,83,0,10.92
525,Banka,IN,2021-05-31 13:16:23,24.8833,86.9167,93.51,48,100,8.28
526,Port Lincoln,AU,2021-05-31 13:16:23,-34.7333,135.8667,59.29,49,100,1.5
527,Marana,US,2021-05-31 13:16:08,32.4367,-111.2254,77.36,36,1,4.61
528,Riyadh,SA,2021-05-31 13:13:07,24.6877,46.7219,109.54,7,0,9.22
529,Kawalu,ID,2021-05-31 13:16:25,-7.3817,108.2082,73.54,98,96,1.12
530,Casper,US,2021-05-31 13:16:25,42.8666,-106.3131,48.0,84,0,1.01
531,Diffa,NE,2021-05-31 13:16:26,13.3154,12.6113,108.7,5,5,15.59
532,Puerto Baquerizo Moreno,EC,2021-05-31 13:16:26,-0.9,-89.6,72.16,82,95,11.52
533,Guadalupe,MX,2021-05-31 13:11:52,25.6833,-100.25,81.39,65,100,5.57
534,Batemans Bay,AU,2021-05-31 13:16:27,-35.7167,150.1833,45.91,86,0,4.12
535,Matara,LK,2021-05-31 13:16:28,5.9485,80.5353,81.12,84,83,14.45
536,Lorengau,PG,2021-05-31 13:16:28,-2.0226,147.2712,79.92,86,100,11.59
537,Nagato,JP,2021-05-31 13:16:29,34.3833,131.2,69.71,73,100,7.16
538,Kasama,ZM,2021-05-31 13:15:13,-10.2129,31.1808,78.67,29,12,7.05
539,Ayagoz,KZ,2021-05-31 13:16:29,47.9714,80.4392,77.92,24,5,7.78
540,Berkak,NO,2021-05-31 13:16:30,62.825,10.0118,65.03,38,100,6.2
541,Bingol,TR,2021-05-31 13:16:30,38.8847,40.4939,84.72,19,20,13.8
542,Gamba,GA,2021-05-31 13:16:31,-2.65,10.0,83.97,67,49,10.45
543,Taksimo,RU,2021-05-31 13:16:31,56.3444,114.8794,41.4,92,100,2.8
544,Guskhara,IN,2021-05-31 13:16:32,23.5,87.75,85.59,72,100,9.95
545,La Presa,US,2021-05-31 13:16:32,32.7081,-116.9973,61.43,82,90,1.01
546,Rincon,US,2021-05-31 13:13:25,32.296,-81.2354,71.85,72,83,1.01
547,Teguise,ES,2021-05-31 13:16:33,29.0605,-13.564,70.02,60,75,14.23
548,Ancud,CL,2021-05-31 13:16:34,-41.8697,-73.8203,59.23,97,100,18.45
549,Fallon,US,2021-05-31 13:16:35,39.4735,-118.7774,51.67,50,1,3.44
550,Khash,IR,2021-05-31 13:16:35,28.2211,61.2158,94.69,5,0,20.69
551,Nouadhibou,MR,2021-05-31 13:16:36,20.931,-17.0347,75.18,64,5,20.71
552,Slave Lake,CA,2021-05-31 13:16:36,55.2834,-114.769,58.98,63,40,16.11
553,Mittersill,AT,2021-05-31 13:16:37,47.2667,12.4833,68.14,36,0,1.99
554,Kyra,RU,2021-05-31 13:16:37,49.5776,111.9753,41.88,51,56,9.28
555,Karpathos,GR,2021-05-31 13:16:38,35.507,27.2132,76.96,78,0,10.56
556,Labrea,BR,2021-05-31 13:16:39,-7.2586,-64.7981,82.9,60,13,2.8
557,Mao,ES,2021-05-31 13:16:39,39.8885,4.2658,75.76,50,0,6.91
558,Ballina,AU,2021-05-31 13:16:40,-28.8667,153.5667,54.95,92,17,5.75
559,Bowen,AU,2021-05-31 13:16:41,-20.0167,148.2333,64.62,81,83,12.57
560,Cap-Aux-Meules,CA,2021-05-31 13:16:41,47.3821,-61.8597,48.25,87,90,6.91
561,Bonnyville,CA,2021-05-31 13:16:42,54.2668,-110.735,58.32,91,100,1.25
562,Nsanje,MW,2021-05-31 13:16:43,-16.92,35.262,89.33,24,6,5.37
563,Pacific Grove,US,2021-05-31 13:16:43,36.6177,-121.9166,55.76,94,1,8.99
564,Vijapur,IN,2021-05-31 13:16:44,23.5667,72.75,97.75,21,4,11.18
565,Monrovia,LR,2021-05-31 13:16:44,6.3005,-10.7969,83.97,88,100,3.65
566,Tessalit,ML,2021-05-31 13:16:45,20.1986,1.0114,110.37,5,0,15.05
567,Dunedin,NZ,2021-05-31 13:16:45,-45.8742,170.5036,46.8,94,100,15.01
568,Jasper,US,2021-05-31 13:15:40,37.2001,-94.3502,60.03,82,100,1.01
569,Puerto Colombia,CO,2021-05-31 13:16:46,10.9878,-74.9547,84.29,76,71,17.25
570,Bremerton,US,2021-05-31 13:16:46,47.5673,-122.6326,55.85,76,75,1.68
571,Djambala,CG,2021-05-31 13:16:47,-2.5447,14.7533,86.58,46,100,5.46
572,Nikki,BJ,2021-05-31 13:16:47,9.9401,3.2108,106.45,21,100,1.68
573,Areado,BR,2021-05-31 13:16:47,-21.3586,-46.1456,69.64,71,79,2.98
574,Nishihara,JP,2021-05-31 13:16:48,26.1842,127.7558,76.68,85,75,12.88
575,Acarau,BR,2021-05-31 13:16:48,-2.8856,-40.12,84.2,67,6,13.04
576,Halberstadt,DE,2021-05-31 13:16:49,51.9,11.05,72.73,51,0,6.42
577,Vostok,RU,2021-05-31 13:16:49,46.4856,135.8833,44.89,92,73,3.42
578,Goderich,CA,2021-05-31 13:16:50,43.7501,-81.7165,61.21,51,38,9.22
579,Mecca,SA,2021-05-31 13:16:50,21.4267,39.8261,109.85,17,37,22.41
580,Dalbandin,PK,2021-05-31 13:16:51,28.8947,64.4101,105.71,4,0,5.1
581,Saint-Georges,GD,2021-05-31 13:16:51,12.0564,-61.7485,83.88,74,40,21.85
582,Anloga,GH,2021-05-31 13:16:52,5.7947,0.8973,84.87,71,100,16.35
583,Comodoro Rivadavia,AR,2021-05-31 13:13:49,-45.8667,-67.5,39.06,81,40,3.44
584,Sooke,CA,2021-05-31 13:16:52,48.3746,-123.7276,56.57,92,98,1.19
585,Belaya Gora,RU,2021-05-31 13:16:53,68.5333,146.4167,59.04,40,66,11.39
586,Qinhuangdao,CN,2021-05-31 13:16:53,39.9317,119.5883,59.86,93,100,3.38
587,Chatham,GB,2021-05-31 13:16:54,51.3789,0.5279,76.41,53,16,5.01
588,Marica,BR,2021-05-31 13:16:54,-22.9194,-42.8186,76.86,83,100,3.44
589,Skibbereen,IE,2021-05-31 13:16:55,51.55,-9.2667,60.6,79,100,13.44
590,Pasinler,TR,2021-05-31 13:16:56,39.9803,41.6764,77.99,29,100,15.75
591,Itaituba,BR,2021-05-31 13:16:57,-4.2761,-55.9836,89.76,62,0,4.61
592,Palma,ES,2021-05-31 13:16:57,39.5694,2.6502,85.55,40,0,3.0
593,Tudela,ES,2021-05-31 13:16:58,42.0617,-1.6045,83.91,43,100,11.59
